run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
multimodal_audio_text_IEMOCAP_v2,109.31487584114075,0.7218683362007141,0.6976534296028881,0.38954560076854394,0.390087458107769,0.8826714801444043,0.9657039711191335,0.6705776173285198,0.723826714801444,0.3722282807571156,0.4043396972589315,0.3732073108855933,0.4043385767736058,IEMOCAP,IEMOCAP
