run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
text_only_SpanishMEACorpus_v2,7.329100608825684,0.6350245475769043,0.6702649656526006,0.4201734804992668,0.42488006692090646,0.8429833169774289,0.9254170755642787,0.6393277723258096,0.6987242394504416,0.39856206664124594,0.44058436386160493,0.39993027817655663,0.4458122167472002,SpanishMEACorpus,SpanishMEACorpus
