run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
train_CREMA-D__test_CREMA-D,15.561797380447388,0.37934666872024536,0.37779767233661593,0.31613195291894663,0.2699266496937756,0.576544315129812,0.7555953446732319,0.34735899731423453,0.4033348254252462,0.2957656310323668,0.33500279872855554,0.2480215100048266,0.2872930020211078,CREMA-D,CREMA-D
train_CREMA-D__test_CREMA-D,32.43596649169922,0.3919915556907654,0.39480752014324083,0.3356317028397931,0.2780432914240898,0.594449418084154,0.7708146821844225,0.3665846016114592,0.4239256938227394,0.31856377922287143,0.352384107250435,0.25734415237542235,0.2987330645731762,CREMA-D,CREMA-D
