run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
train_SpanishMEACorpus__test_SpanishMEACorpus,21.49578070640564,0.5973813533782959,0.5937193326790972,0.30844248883910474,0.3119625443342489,0.7625122669283612,0.8792934249263984,0.563297350343474,0.6256378802747792,0.2906579550419847,0.3299614786113186,0.28415255209440277,0.3391223857911457,SpanishMEACorpus,SpanishMEACorpus
