run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
train_IEMOCAP__test_IEMOCAP,23.27985143661499,0.4522292912006378,0.4359205776173285,0.17497281511543397,0.14236744353967715,0.6796028880866426,0.878158844765343,0.4083709386281589,0.4657039711191336,0.16558048397424371,0.18492993550384623,0.1274044452285629,0.15766019663647055,IEMOCAP,IEMOCAP
