run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
train_IEMOCAP__test_IEMOCAP,164.51216220855713,0.6019108295440674,0.5938628158844765,0.33967472152065703,0.3314118522786012,0.8267148014440433,0.9575812274368231,0.5640794223826715,0.6191335740072202,0.32264364469389195,0.3545919100678391,0.3140704645848467,0.34634224685152293,IEMOCAP,IEMOCAP
