accuracy,loss,val_accuracy,val_loss,learning_rate
0.5271519422531128,1.2299541234970093,0.46317511796951294,2.007566452026367,0.0010000000474974513
0.6603119373321533,0.9227205514907837,0.43044188618659973,2.2854835987091064,0.0010000000474974513
0.7567879557609558,0.7033414244651794,0.42553192377090454,2.248039960861206,0.0010000000474974513
0.798671305179596,0.5750531554222107,0.6579378247261047,1.1826841831207275,0.0010000000474974513
0.8240901231765747,0.49267303943634033,0.5810147523880005,1.408387303352356,0.0010000000474974513
0.8451762199401855,0.4316290020942688,0.7168576121330261,0.8916951417922974,0.0010000000474974513
0.8668400049209595,0.3703095614910126,0.7201309204101562,0.8534640669822693,0.0010000000474974513
0.8844598531723022,0.3355872631072998,0.685761034488678,1.1086475849151611,0.0010000000474974513
0.8977469801902771,0.2893294095993042,0.5548281669616699,1.7040740251541138,0.0010000000474974513
0.9142114520072937,0.2478676587343216,0.5777413845062256,1.623634696006775,0.0010000000474974513
0.9303870797157288,0.2039167881011963,0.643207848072052,1.1482001543045044,0.0005000000237487257
0.9407856464385986,0.18093717098236084,0.6186579465866089,1.3352042436599731,0.0005000000237487257
0.9456961154937744,0.1686270385980606,0.5908346772193909,1.5390639305114746,0.0005000000237487257
