run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
train_SpanishMEACorpus__test_SpanishMEACorpus_v3,213.3421938419342,0.6677577495574951,0.6594700686947988,0.41389328641222684,0.40519016350604736,0.8380765456329735,0.9136408243375859,0.6280667320902846,0.6913886162904809,0.3910307968857566,0.43460133758972036,0.3771290372536851,0.4284142315607145,SpanishMEACorpus,SpanishMEACorpus
