run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
audio_only_SpanishMEACorpus_augm3_v6,111.27722597122192,0.8563829660415649,0.7634936211972522,0.3452309508762393,0.3221369832465934,0.9185475956820413,0.9842983316977428,0.7349852796859666,0.7899901864573111,0.3339781323142567,0.3562385017916933,0.3087881357341988,0.33507804162196814,SpanishMEACorpus,SpanishMEACorpus
