run,train_time_sec,best_val_acc,accuracy,uar,f1_macro,top2,top3,acc_ci95_lo,acc_ci95_hi,uar_ci95_lo,uar_ci95_hi,f1_ci95_lo,f1_ci95_hi,train_dataset,test_dataset
multimodal_audio_text_augmented3_SpanishMEACorpus_v1_2,137.92707061767578,0.7843698859214783,0.8265456329735035,0.5151988793297277,0.5189837911651182,0.9295878312070658,0.9710500490677134,0.8148859175662414,0.8388125613346418,0.5033854986027937,0.5321549343480871,0.5068548072758845,0.5331680771886482,SpanishMEACorpus,SpanishMEACorpus
