accuracy,loss,val_accuracy,val_loss,learning_rate
0.38879260420799255,1.5711740255355835,0.4729951024055481,1.2761187553405762,0.0010000000474974513
0.6008087992668152,1.0626493692398071,0.6186579465866089,0.9818884134292603,0.0010000000474974513
0.6958405375480652,0.8121140003204346,0.6317512392997742,0.9446021318435669,0.0010000000474974513
0.7455227971076965,0.690650224685669,0.6350245475769043,0.9692032933235168,0.0010000000474974513
0.789716899394989,0.5765975713729858,0.6301145553588867,1.0221768617630005,0.0010000000474974513
0.8243789672851562,0.5048582553863525,0.6301145553588867,1.065651774406433,0.0010000000474974513
0.8573079109191895,0.4205426871776581,0.6350245475769043,1.0882982015609741,0.0005000000237487257
0.8711727261543274,0.38581767678260803,0.6350245475769043,1.129097819328308,0.0005000000237487257
0.8844598531723022,0.35057342052459717,0.6333878636360168,1.1647018194198608,0.0005000000237487257
0.8896591663360596,0.32141342759132385,0.6333878636360168,1.1680432558059692,0.0002500000118743628
